Indicator Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Quasi money (current LCU),8.20E+12,9.52E+12,1.13E+13,1.26E+13,1.45E+13,1.66E+13,2.04E+13,2.55E+13,3.16E+13,3.74E+13,4.41E+13,5.26E+13,5.91E+13,6.87E+13,
Consumer price index (2010 = 100),54.16086952,56.15659317,58.62310291,60.85421961,63.14674319,65.82817701,69.87366237,74.32461239,80.53206759,89.29185556,100,108.8578453,118.9951729,131.9747419,
"Inflation, consumer prices (annual %)",4.009433962,3.684807256,4.392199745,3.805865922,3.76723848,4.246353323,6.145522388,6.369996746,8.351816444,10.87739112,11.99229692,8.857845297,9.312445605,10.90764331,
Wholesale price index (2010 = 100),59.07270813,61.92000341,63.48428201,66.92107145,71.32493953,74.69237671,78.23319453,82.05234979,89.17311124,91.27305175,100,108.8875669,117.6680547,125.0684117,
Deposit interest rate (%),,,,,,,,,,,,,,,
Lending interest rate (%),12.29166667,12.08333333,11.91666667,11.45833333,10.91666667,10.75,11.1875,13.02083333,13.3125,12.1875,8.33335,10.16666667,10.60416667,10.29166667,
"Interest rate spread (lending rate minus deposit rate, %)",,,,,,,,,,,,,,,
Real interest rate (%),8.34261083,8.591449296,7.90717719,7.30788116,4.910128304,6.2483375,4.477353833,6.869182971,4.277227228,5.773573851,-0.596843393,1.49893142,3.201963407,3.158359637,
"Risk premium on lending (lending rate minus treasury bill rate, %)",,,,,,,,,,,,,,,
"Claims on central government, etc. (% GDP)",22.36978656,23.91521805,24.78471293,24.36323752,21.76090839,18.76864149,17.49016694,15.93279694,19.08458266,22.75767366,22.34034628,24.0659517,24.83058338,25.19303174,
Claims on other sectors of the domestic economy (% of GDP),,,,,,,,,,,,,,,
Domestic credit provided by financial sector (% of GDP),51.1869875,52.86882224,56.95804992,55.68265329,57.58374686,58.36176047,60.87489157,60.81011987,67.67390756,70.14958505,71.94498168,73.83532009,75.88770414,77.08277652,
Domestic credit to private sector (% of GDP),27.85112778,28.12616867,31.74969675,31.08119674,35.56804934,39.40356574,43.22063097,44.81872583,48.53904748,47.29669042,49.58349467,49.73290024,51.02003779,51.82493981,
Liquid liabilities (M3) as % of GDP,,,,,,,,,,,,,,,
Quasi-liquid liabilities (% of GDP),,,,,,,,,,,,,,,
Research and development expenditure (% of GDP),0.74395,0.72323,0.71316,0.70689,0.74385,0.81044,0.79722,0.7908,0.84108,0.81881,0.79718,0.80602,,,
Cash surplus/deficit (current LCU),-8.15E+11,-1.01E+12,-1.16E+12,-9.58E+11,-1.04E+12,-1.17E+12,-9.63E+11,-2.35E+11,-2.74E+12,-3.51E+12,-2.66E+12,-2.66E+12,-3.80E+12,,
Cash surplus/deficit (% of GDP),-3.7446277,-4.273116043,-4.581310648,-3.370927813,-3.20003907,-3.177884652,-2.242900949,-0.470615169,-4.870211848,-5.418699435,-3.41365739,-2.949291923,-3.75877012,,
"Central government debt, total (current LCU)",1.18E+13,1.37E+13,1.56E+13,1.74E+13,1.99E+13,2.26E+13,2.54E+13,2.82E+13,3.16E+13,3.52E+13,3.94E+13,3.94E+13,5.03E+13,,
"Central government debt, total (% of GDP)",54.05626536,58.00075442,61.47469368,61.1182276,61.5142062,61.19467422,59.10993775,56.47807126,56.11267486,54.30595399,50.60012925,43.71690988,49.69080552,,
"Net incurrence of liabilities, domestic (current LCU)",1.07E+12,1.33E+12,1.07E+12,8.80E+11,1.48E+12,1.22E+12,9.40E+11,1.02E+12,2.44E+12,3.84E+12,3.14E+12,3.14E+12,4.97E+12,,
"Net incurrence of liabilities, domestic (% of GDP)",4.924146848,5.639844202,4.207305185,3.097164202,4.577124276,3.296258967,2.187926289,2.037260382,4.333042024,5.931695501,4.028255235,3.480285005,4.912520275,,
"Net incurrence of liabilities, foreign (current LCU)",75050000000,56010000000,1.95E+11,-76760000000,1.48E+11,3.34E+11,84720000000,93150000000,1.10E+11,1.10E+11,2.36E+11,2.36E+11,1.01E+11,,
"Net incurrence of liabilities, foreign (% of GDP)",0.344675124,0.237749066,0.767251351,-0.270138768,0.455029073,0.903375803,0.197266126,0.186782288,0.19564612,0.170381198,0.302616309,0.261450911,0.100343297,,
Grants and other revenue (current LCU),6.26E+11,6.93E+11,7.39E+11,7.83E+11,8.17E+11,8.41E+11,9.48E+11,1.16E+12,9.95E+11,1.04E+12,2.14E+12,2.14E+12,1.75E+12,,
Grants and other revenue (% of revenue),24.91542423,26.93039991,25.41282038,23.51595775,21.07806711,18.6398817,16.65337105,16.35657943,14.0807067,14.18263141,21.15834148,21.15834148,13.94974578,,
Social contributions (current LCU),1260000000,9900000000,6820000000,4690000000,9150000000,8220000000,8220000000,7790000000,16230000000,21140000000,25720000000,25720000000,30200000000,,
Social contributions (% of revenue),0.050148455,0.384681142,0.234473037,0.14077278,0.236090039,0.182241841,0.144436049,0.109707648,0.229761391,0.289508534,0.254863665,0.254863665,0.240481281,,
"Revenue, excluding grants (current LCU)",2.50E+12,2.56E+12,2.89E+12,3.31E+12,3.85E+12,4.48E+12,5.67E+12,7.07E+12,7.04E+12,7.27E+12,1.01E+13,1.01E+13,1.25E+13,,
"Revenue, excluding grants (% of GDP)",11.50172392,10.84977901,11.39431339,11.64883696,11.87467655,12.13055141,13.19252144,14.18356319,12.49703579,11.2238556,12.93011555,11.17121052,12.38893638,,
Taxes on exports (current LCU),3680000000,2370000000,,,1890000000,1870000000,2600000000,13200000000,17790000000,810000000,1330000000,1330000000,700000000,,
Taxes on exports (% of tax revenue),0.195197505,0.126697994,,,0.061975747,0.051071686,0.054908851,0.222541798,0.29390482,0.012969816,0.01677023,0.01677023,0.006495845,,
Taxes on goods and services (current LCU),7.27E+11,7.76E+11,8.83E+11,1.01E+12,1.15E+12,1.39E+12,1.62E+12,1.77E+12,1.85E+12,1.74E+12,2.19E+12,2.19E+12,3.26E+12,,
Taxes on goods and services (% of revenue),28.91814658,30.13996177,30.35566328,30.19230942,29.70322321,30.7463269,28.47305442,24.88758135,26.2473014,23.76448741,21.66063694,21.66063694,25.99443389,,
Taxes on goods and services (% value added of industry and services),4.717639371,4.62633487,4.750095609,4.833333959,4.784586655,5.0379427,5.016357768,4.718083356,4.252100017,3.453045806,3.686719572,3.171404484,4.21544538,,
Customs and other import duties (current LCU),4.72E+11,4.00E+11,4.47E+11,4.85E+11,5.74E+11,6.49E+11,8.61E+11,1.03E+12,9.81E+11,8.32E+11,1.36E+12,1.36E+12,1.87E+12,,
Customs and other import duties (% of tax revenue),25.02241058,21.40019994,20.65696873,19.05200003,18.82947816,17.71941707,18.1763081,17.33111691,16.20672793,13.32896736,17.10815664,17.10815664,17.31829267,,
Taxes on international trade (current LCU),4.75E+11,4.03E+11,4.49E+11,4.86E+11,5.76E+11,6.51E+11,8.63E+11,1.04E+12,9.99E+11,8.33E+11,1.36E+12,1.36E+12,1.87E+12,,
Taxes on international trade (% of revenue),18.92188781,15.64680831,15.42021213,14.59624626,14.86489973,14.42570541,15.16877229,14.66322287,14.13931496,11.41107336,13.45793115,13.45793115,14.86636169,,
Other taxes (current LCU),4520000000,4220000000,3570000000,1760000000,1940000000,3260000000,3530000000,4400000000,5270000000,5940000000,8410000000,8410000000,13800000000,,
Other taxes (% of revenue),0.179897633,0.163975194,0.122737352,0.052827312,0.050056249,0.072275961,0.062026673,0.061965809,0.074605208,0.081347242,0.083336058,0.083336058,0.109888797,,
Tax revenue (current LCU),1.89E+12,1.87E+12,2.16E+12,2.54E+12,3.05E+12,3.66E+12,4.74E+12,5.93E+12,6.05E+12,6.25E+12,7.93E+12,7.93E+12,1.08E+13,,
Tax revenue (% of GDP),8.658303405,7.940207552,8.52674104,8.951109313,9.405867015,9.913767636,11.02548133,11.89365043,10.75117613,9.640994667,10.18833934,8.802402666,10.65541396,,
"Taxes on income, profits and capital gains (current LCU)",6.79E+11,6.88E+11,8.28E+11,1.05E+12,1.32E+12,1.62E+12,2.25E+12,3.12E+12,3.19E+12,3.67E+12,4.38E+12,4.38E+12,5.63E+12,,
"Taxes on income, profits and capital gains (% of revenue)",27.01449529,26.73417367,28.45409382,31.50188648,34.06766366,35.93356819,39.49833951,43.92094289,45.22831034,50.27095205,43.38489071,43.38489071,44.83908856,,
"Taxes on income, profits and capital gains (% of total taxes)",36.00280066,36.7809087,38.26907605,41.26347574,43.29579811,44.26522319,47.47271452,52.57870309,52.78160509,58.77728265,55.20633688,55.20633688,52.25405805,,
Compensation of employees (current LCU),3.39E+11,3.32E+11,3.89E+11,3.92E+11,4.28E+11,4.65E+11,4.93E+11,5.28E+11,8.16E+11,1.14E+12,1.12E+12,1.12E+12,1.39E+12,,
Compensation of employees (% of expense),10.26913105,9.232355058,9.71689767,9.001652839,8.876759373,8.432189397,7.635209576,7.06914752,8.588993221,10.6340063,8.88136906,8.88136906,8.626562562,,
Goods and services expense (current LCU),3.81E+11,4.41E+11,4.65E+11,4.80E+11,6.29E+11,6.98E+11,7.23E+11,7.86E+11,9.28E+11,9.65E+11,1.18E+12,1.18E+12,1.51E+12,,
Goods and services expense (% of expense),11.55762437,12.25136767,11.62299007,11.03701303,13.04181019,12.67051083,11.18225595,10.51053542,9.763884795,8.99809854,9.392290624,9.392290624,9.420284446,,
Interest payments (current LCU),9.78E+11,1.05E+12,1.15E+12,1.20E+12,1.24E+12,1.29E+12,1.46E+12,1.66E+12,1.87E+12,2.08E+12,2.30E+12,2.30E+12,3.13E+12,,
Interest payments (% of revenue),38.91241532,40.93629059,39.46951335,36.05854227,31.90673024,28.57095349,25.63898016,23.37026402,26.53850237,28.46290689,22.82585538,22.82585538,24.90876443,,
Interest payments (% of expense),29.64808273,29.27103043,28.69085166,27.61621024,25.64459367,23.38234707,22.57835904,22.20204942,19.73388353,19.37223869,18.28072275,18.28072275,19.45788049,,
Other expense (current LCU),,,2.94E+11,1.31E+11,2.73E+11,3.47E+11,3.02E+11,38550000000,51310000000,93640000000,89630000000,89630000000,1.08E+11,,
Other expense (% of expense),,,7.348714693,3.015339913,5.669603881,6.304410148,4.676010745,0.515766673,0.540128005,0.872807263,0.711306302,0.711306302,0.671677814,,
Expense (current LCU),3.30E+12,3.60E+12,4.00E+12,4.35E+12,4.82E+12,5.51E+12,6.46E+12,7.47E+12,9.50E+12,1.07E+13,1.26E+13,1.26E+13,1.61E+13,,
Expense (% of GDP),15.14480908,15.27770148,15.77628063,15.30911872,14.87266211,14.92236576,15.04773577,14.98731855,16.87299029,16.56203421,16.1877886,13.98573691,15.89608688,,
Subsidies and other transfers (current LCU),,,1.71E+12,2.15E+12,2.26E+12,2.71E+12,3.49E+12,4.46E+12,5.83E+12,6.45E+12,7.91E+12,7.91E+12,9.94E+12,,
Subsidies and other transfers (% of expense),,,42.62054591,49.32978398,46.76723289,49.21054255,53.92816469,59.70250097,61.37311045,60.12284921,62.73431126,62.73431126,61.82359469,,
Distance to frontier score (0=lowest performance to 100=frontier),,,,,,,,,,49.46,50.76,53.08,53.41,52.78,53.97
Business extent of disclosure index (0=less disclosure to 10=more disclosure),,,,,,6,6,6,6,6,6,6,6,6,7
Ease of doing business index (1=most business-friendly regulations),,,,,,,,,,,,,,140,142
"New business density (new registrations per 1,000 people ages 15-64)",,,,,0.054473427,0.053640146,0.027588632,0.069962793,0.112627015,0.059985166,0.08312408,0.088656826,0.123184117,,
New businesses registered (number),,,,,36859,38129,20000,51700,84800,46000,64900,70450,99587,,
Depth of credit information index (0=low to 8=high),,,,,0,0,4,5,5,5,5,5,5,7,7
Private credit bureau coverage (% of adults),,,,,0,1.7,6.1,10.8,10.5,10.2,10,15.1,14.9,19.8,22.4
Public credit registry coverage (% of adults),,,,,0,0,0,0,0,0,0,0,0,0,0
Average time to clear exports through customs (days),,,6.47,,,,15.1,,,,,,,,
Delay in obtaining an electrical connection (days),,,,,,,29.5,,,,,,,,
Power outages in firms in a typical month (number),,,,,,,,,,,,,,,
Time required to get electricity (days),,,,,,,,,,67,67,67,67,105.7,105.7
Cost to export (US$ per container),,,,,,814,814,770,895,895,1005,1045,1070,1332,1332
Documents to export (number),,,,,,7,7,7,7,7,7,7,7,7,7
Time to export (days),,,,,,27,27,18,17,17,17,16,16,17.1,17.1
Firms using banks to finance investment (% of firms),,,,,,,46.6,,,,,,,,
Firms competing against unregistered firms (% of firms),,,,,,,,,,,,,,,
Informal payments to public officials (% of firms),,,,,,,47.5,,,,,,,,
"Losses due to theft, robbery, vandalism, and arson (% sales)",,,,,,,0.1,,,,,,,,
Time required to obtain an operating license (days),,,,,,,,,,,,,,,
Firms with female top manager (% of firms),,,,,,,,,,,,,,,
Firms with female participation in ownership (% of firms),,,,,,,9.1,,,,,,,,
Firms formally registered when operations started (% of firms),,,,,,,,,,,,,,,
Firms that do not report all sales for tax purposes (% of firms),,,,,,,59.24,,,,,,,,
Internationally-recognized quality certification (% of firms),,,0,,,,22.5,,,,,,,,
Value lost due to electrical outages (% of sales),,,8.14,,,,,,,,,,,,
Firms offering formal training (% of firms),,,17.81,,,,15.9,,,,,,,,
Time spent dealing with the requirements of government regulations (% of senior management time),,,12.91,,,,6.7,,,,,,,,
Cost to import (US$ per container),,,,,,1324,1324,990,1040,1040,1105,1150,1200,1462,1462
Documents to import (number),,,,,,10,10,10,10,10,10,10,10,10,10
Time to import (days),,,,,,41,41,21,20,20,20,20,20,21.1,21.1
Time to resolve insolvency (years),,,,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3
Strength of legal rights index (0=weak to 12=strong),,,,,6,6,7,8,8,8,8,8,8,6,6
Time required to enforce a contract (days),,,,1420,1420,1420,1420,1420,1420,1420,1420,1420,1420,1420,1420
Procedures to enforce a contract (number),,,,46,46,46,46,46,46,46,46,46,46,46,46
Time required to register property (days),,,,,64,64,64,64,47,47,47,47,47,47,47
Procedures to register property (number),,,,,7,7,7,7,7,7,7,7,7,7,7
Cost of business start-up procedures (% of GNI per capita),,,,53.4,49.5,62,78.4,74.6,70.1,66.1,50.5,42,43.1,38.9,12.2
Time required to start a business (days),,,,80,81,70,34,32,29,29,27,27,25,26.1,28.4
Start-up procedures to register a business (number),,,,11,11,11,11,13,13,13,12,12,12,11.5,11.9
Time to prepare and pay taxes (hours),,,,,,264,264,271,271,271,258,254,243,243,243
Firms expected to give gifts in meetings with tax officials (% of firms),,,,,,,52.3,,,,,,,,
Labor tax and contributions (% of commercial profits),,,,,,,,,,,,,,,20.7
Number of visits or required meetings with tax officials,,,,,,,2.6,,,,,,,,
Other taxes payable by businesses (% of commercial profits),,,,,,,,,,,,,,,15.7
Tax payments (number),,,,,,55,58,59,59,59,56,33,33,33,33
Profit tax (% of commercial profits),,,,,,,,,,,,,,,25.3
Total tax rate (% of commercial profits),,,,,,66.6,74,72.7,70.3,66,64.9,62.9,62.8,61.5,61.7
Time required to build a warehouse (days),,,,,,193,193,193,193,193,193,193,162,185.9,185.9
Procedures to build a warehouse (number),,,,,,27,27,27,27,27,27,27,27,25.4,25.4
Investment in energy with private participation (current US$),1953780000,240000000,390320000,913170000,4256470000,943130000,5500800000,10004250000,12889380000,24503850000,37412110000,18705050000,8973400000,3016600000,
Investment in telecoms with private participation (current US$),681600000,3415100000,5008400000,2079700000,3701220000,5665750000,6823200000,8168250000,9933800000,7829800000,20335300000,4242300000,3817300000,7358300000,
Investment in transport with private participation (current US$),96400000,350800000,719170000,579140000,1141400000,1526510000,10028470000,3924920000,5423650000,4871750000,14219900000,17968700000,20234040000,3009000000,
Investment in water and sanitation with private participation (current US$),0,2100000,,,110750000,0,,142250000,75900000,23530000,,,115600000,135100000,
Scientific and technical journal articles,10276.4,10800.5,11664.7,12462.2,13368.7,14635.3,16743.3,18202.9,18987.5,19924.3,20881.8,22480.5,,,
"Patent applications, nonresidents",6332,8213,8772,9188,13452,19661,23242,28922,30387,27025,30909,33450,34402,,
"Patent applications, residents",2206,2379,2693,3425,4014,4721,5686,6296,6425,7262,8853,8841,9553,,
"Trademark applications, aggregate direct",,,,,,,,,,,,,,,
"Trademark applications, Madrid",,,,,,,,,,,,,,,
"Trademark applications, direct nonresident",17013,10490,5930,15450,15090,12361,15209,6500,10801,7540,17805,22161,,,
"Trademark applications, direct resident",67262,79746,88190,76801,63906,73308,88210,117014,119371,134403,172120,176386,,,
"Trademark applications, total",84275,90236,94120,92251,78996,85669,103419,123514,130172,141943,189925,198547,190850,,
CPIA business regulatory environment rating (1=low to 6=high),,,,,,3.5,3.5,3.5,3.5,3.5,3.5,3,3,3,
